;tweet_cleans;tweet_english;klasifikasi
193;dok pbl pas step dokternya bilang materi xyz yaa masukkan sasbel gapapa napa dok;doc, pbl, at the doctor's step, he said the material was xyz, please enter sasbel, it's okay, doc;Netral
194;konsul nyoba sih berekspektasi dokternya iso dewe;the consul is trying to expect his own doctor;Negatif
195;kepikiran duh malunyaa sampe nangis suaranya pas tlp dokternya smoga gak ketemu si dokternya kalopun ketemu smoga dokternya gk inget gatau;i thought i was embarrassed that i cried when i called the doctor, i hope i don't see the doctor, if i do, i hope the doctor doesn't remember, i don't know;Positif
196;kasih tau kaaa kemarin habis dirawat rs pasien sebelah kanan kiri makan suntik insulin susternya diabetes;tell me, yesterday, after being treated at the hospital, the patient on the right and left ate an insulin injection, his sister was diabet;Netral
197;gak taunya ngerintih sakit kyk nangis gitu ngmong si dokternya sampe dokternya kayaknya kasian tp gmn akunya gk kluarga yg ambil obatnya drivernya jam anter obatnya yauda tutup truss sore kayak mikir;i don't know i'm groaning in pain like i'm crying like that. talking to the doctor until the doctor seems pathetic, but how can i admit that the family didn't take the medicine.;Netral
198;susternya parah;sister is bad;Negatif
199;pas tlp ngangkat dokter yg suaranya kalem drpd ceritalah trus diresepin dokternya obat tp diantar jam yauda pasrah tutup tlpnya bbrp detik tlp bingit nanya stidaknya shrsnya diapain biar nyerinya berkurang;when i pick up the doctor whose voice is calmer than tell me then the doctor prescribes medicine but it's delivered at an hour and then he resigns, closes the phone for a few seconds, the phone calls out loud asking at least what to do to reduce the pain;Netral
200;kepikiran nih berusaha sopan jujur kali proses konsul sm dokter coba gak potong pembicaraan kalo nanya suka berentetan gitu dokternya nyaman gak ya tanyain gitu;thinking about getting married, trying to be polite, honest, when the consul process is with the doctor, try not to interrupt the conversation if you ask questions like a row, the doctor is comfortable, isn't it okay to ask questions like that;Positif
201;kayanya yg simple yaa si suster nanya suster yg gak krimnya gak kb ya gw dokternya gak kb gak sih dokternya gak nawarin;it seems that it's simple, the nurse asks the nurse who doesn't have the cream;Positif
202;dokter kulit periksain muka parah bener gak dikasi dokteerr kasi kek krim pagi malem biar kaya dikasi sunscreen whitening aja dokternya ngerasa aing buluk tinggal digosok biar putih udah kelar gt ya sampe bingung;the dermatologist checked his face, it was really bad, the doctor didn't give him a cream in the morning and evening so that it looked like he was given a whitening sunscreen.;Negatif
203;ihhh kasusnya kaya akuu skrg haid kudu dipancing blm sempet dokternya;ihhh the case is like i'm on my period right now i have to be fished out yet the doctor hasn't had a ch;Negatif
204;dokternya kak diajarin dirumah ga papanya mamanya;the doctor was taught at home or not by his moth;Positif
205;kalo kasusnya andin sadar mijit perawatnya dokternya;if that's the case, andin realizes that the nurse is the doctor;Negatif
206;wkwkwkwk bawa donat klinik dokternya nyaman;wkwkwkwk bring donuts the doctor's clinic is comfort;Negatif
208;criminal minds profiler but pengen dokternya kek keren gitu tau possible cause of death;criminal minds profiler but want the doctor to look cool like that, you know the possible cause of death;Positif
209;gtu kesembuhan pasien tanggung dokternya dokternya gak nengok kmren;that's why the patient's recovery is the responsibility of the doctor, the doctor doesn't look at y;Positif
210;gak salah rekomen rumah sakit siaga cuman lupa nama dokternya;i'm not wrong, i recommend the standby hospital, i just forgot the doctor's nam;Negatif
211;yg bilang parah dokternya matanya udah belekan sempet demam fotonya sakit jarak ketularan sampe dibawa dokter mingguan;the doctor who said it was serious, his eyes were already sore, he had a fever. the photo is sick, the distance is contagious, so he was taken by the doctor weekli;Positif
212;iya sih salah gua ngandelin gambar ppt cdc dokternya suruh jgn berpatokan ppt cdc tetep aja anj;yes, i was wrong, i relied on ppt cdc pictures, the doctor told me not to rely on ppt cdc, just keep go;Netral
213;tambalannya mgkn yg permanen cb dokternya lg ditambal yg bagus;maybe the patch is permanent, cb the doctor has patched it good;Positif
214;rumah rumah sakit pasien menjerit lantaran dipersulit dokternya singit;the patient's hospital screams because the doctor makes it difficult;Positif
215;kali makan naspad ribuan kena diare lemes gt muntaber gt sih dokternya infeksi saluran pencernaan ya karna nasinya sih emg lg drop aja imun nya;every time i eat naspad, thousands of people get weak diarrhea, gt, vomit, gt, the doctor has a digestive tract infection, because the rice is really just drop;Netral
216;sumpa masuk blok tht ngang ngong bgtt kalo dokternya gangasih clue status lokalis tht pasiennya gw inspeksi palpasi aja abdomennya;i swear to enter the block, it's really annoying if the doctor doesn't give a clue about the status of the localist about the patient, i just palpate the abdomen;Negatif
217;dok dokter dokternya askara cepat sembuh nih disiapkan pesawat tuk terbang rs sejahtera;doc, the doctor, askara's doctor, get well soon, the plane is prepared to fly to the prosperous hospit;Positif
218;awkwrdan prtm ruang inap mencet tombol manggil suster tbtb suara susternya speaker kirain gue aldo kudu nyamperin kedepan gataunyaa tinggal ngmg ae ditmpt lgsg wkwkwk norak bet saking gprnh dirawat samsek;awkwrdan prtm inpatient room pressed the button to call the nurse tbtb the voice of the nurse was the speaker i thought aldo had to come to the front, i don't know what to do, i just need to be put directly on the spot, wkwkwk it's tacky because it's not being cared for by samsek;Netral
219;bismillah kuat langganan sakit berobat sm dokternya disuruh puasa biar sehat jarang kumat yg pikirannya jgn suggest laper sakit pas lg puasa ngaruh;bismillah, if you are sick, if you are sick for treatment, the doctor is told to fast so that you are healthy, it rarely recurs. don't suggest being hungry when you are fasting, it affect;Positif
220;bisaaa ga pakek anting lubangnya ketutup dibolong sampe nangiss sampe diketawain dokternya pdhl uda gede masi nangis kayak gitu shshshshsh;can you not use the earring, the hole is covered with a hole until you cry until the doctor laughs at it even though you're already big, you're still crying like that shshshshsh;Netral
221;dokternya bohong ya meluapkan perasaan ngga sesek banget;the doctor is li;Netral
222;reinfeksi sih dok dokternya pk rubber dam akunya br ngerasa sakit lgs cek dokgi wkt lg promil diselesein pengalaman pas kena rct las hamil sakitnya aduhai;reinfection, doc, the doctor is pk rubber and his account is feeling sick. i'll check the doc again when the promil is done. the experience was over when i was hit by an rct, i was pregnant, the pain was amaz;Netral
223;dokternya jantungnya pakai alat kreasi beliau iron man rafi vaks suntik vit sm dokternya dr pesan pasiennya baiknya ga vaksin;the doctor uses the heart's creation tool, iron man raffi, injects vit sm, the doctor orders the patient whether it's better not to vaccin;Negatif
224;dokternya nggak;the doctor is not;Netral
225;kadang gue butuh support langsung keluarga gitu biar ga tegang kalo dengerin diagnosa dokternya;sometimes i need direct support from my family so i don't get tensed when i hear the doctor's diagnosi;Netral
227;loh ga gitu dokternya suruh nontonin drama korea;it's not like that, the doctor told me to watch korean drama;Netral
228;sempet pas kmrn kejadian kayaknya udah ga dokternya dalem gitu wasirnya;just when it happened, it seemed like the doctor wasn't inside anymore, the hemorrhoids wer;Positif
229;oh pikir konsul kalo konsul yg murah tp tindakan blm bs bantu maaf yaaa emg skrg ribet sih poli gigi udh daftar aja smpe skrg blm dpt jadwal dokternya;oh i think the consul is cheap, but the action can't help, sorry, it's really complicated now, the dental clinic has just registered until now, i haven't got the doctor's schedul;Netral
230;rumah sakit tabung oksigen sesek napas bilang susternya butuh oksigen;hospital oxygen cylinder shortness of breath said the nurse needed oxygen;Positif
231;perasaan kondisi andin dr kemarin udh stabil kaga dokternya niat dokter ga sih ikatancinta;andin's condition since yesterday has stabilized. is it the doctor's intention, isn't it a love bond?;Netral
232;trailer dokternya bilang al kalo kondisi andin udah stabil nih kl udah blg stabil gt andinnya udah sadar sih wajarnya;the doctor's trailer says that if andin's condition is stable, when it's not stable, andin is already aware, it's normal.;Netral
233;otak dokternya kena virus ketakutan kena virus ketamakan;the doctor's brain has a virus, fear is infected with the greed viru;Positif
234;bawa puskeswan dokternya nyuruh bawa rumah sakit kasih vitamin biar kevin bertahan dibawa rumah sakit;bring the puskeswan, the doctor ordered him to take the hospital, give him vitamins so kevin can survive being taken to the hospit;Negatif
235;iyalah pd bosen dokter susternya udh pd kenal akrab aladin org kerumah sakit yaa jenguklah yaa pasienlah;yes, when you're bored, the doctor, the nurse, is already familiar with aladdin, the person at the hospital, come and visit the patient.;Netral
236;dokternya ngegaspun trus garaw kehardcoreannya sampe kena saraf alatnya langsung berasa dipalu godam trus doktere panik keringetan gobyos nahan sakit ya allaaah;the doctor sighed and then worked on his hardness until he got a nerve, his tool immediately felt hammered, then the doctor panicked, sweat, gobyos, he was in pain, oh my god;Netral
237;dokternya cwe cwo mbak;the doctor is female si;Netral
238;anjir dokternya kudu bikin janji onlen;suggest the doctor has to make an online appoint;Netral
239;samee matanya emang udh burem kls tp berani bilang pas kls sblm pandemi pas check langsung min silinder pake softlens cuman dokternya dibilang;samee, his eyes are already blurry in class but dare to say that when he was in class before the pandemic, when he checked, he immediately used a cylinder with soft lenses, only the doctor said;Positif
240;mw dokternya;mw the doctor;Negatif
242;pengen banget lombok tp gaji dokternya gak;i really want to lombok but the doctor's salary is not;Netral
245;dokternya jam;the doctor;Negatif
246;gak ngerti lg gw ama anak pola pikirnya gmn kmren disuruh jaga kesehatan future dokternya online future psikolognya kaya gini gila;i don't understand anymore, how do i and my children think, how come they are told to take care of their health. future doctors are online. future psychologists are like this, it's crazi;Netral
247;seneng bet uda lepas behel dokternya;i'm so happy to have removed the doctor's brac;Negatif
248;yosh test tes psikologi test dihadapkan opini jelek foto kiri contoh wawancara ketiga test fisik medical check up tuh dokternya foto kanan dokter petugas mcu;yosh test psychological test test faced with bad opinion left photo example of third interview physical test medical check up, doctor right photo mcu officer doctor;Positif
249;tensi main dieropa beda sih dapet konfirmasi tim dokternya ga fit susah perform;the tension in playing in europe is different, but getting confirmation from the doctor's team is not fit, it's difficult to perform;Negatif
250;disuruh diet dokternya wkwkwkwk;the doctor was told to go on a diet wkwkwkwkwk;Positif
251;sedih banget dokternya gue gaboleh makan sampe jam kedepan isi perut pagi cmn minum susu doang gue udah laper anj;i'm really sad, the doctor, i can't eat until the next hour, fill my stomach in the morning, just drink milk, i'm already hungri;Positif
